posicion,indice,keyword,vertical,tipo_keyword
1139,777,vanitory flotante,"Muebles, Hogar y Deco",categoria_generica
1140,7904,mini camara espia,Electro y Tecno,categoria_generica
1141,11742,aire acondicionado philco 4472 frigorias,Electro y Tecno,modelo_producto
1142,2292,delfin masajeador,Salud y Belleza,categoria_generica
1143,12107,classic tourmaline atma,Salud y Belleza,categoria_marca
1144,8537,juguete linkimals,Bebes y Niños,categoria_generica
1145,5253,logitech mx keys,Electro y Tecno,categoria_generica
1146,3527,ventilador 3 en 1,Electro y Tecno,modelo_producto
1147,130,apple airpods max,Electro y Tecno,categoria_marca
1148,5852,guinche electrico,Electro y Tecno,categoria_atributo
1149,5586,zapatillas head mujer urbanas,Indumentaria y Calzado,modelo_producto
1150,12893,vaso honolulu,"Muebles, Hogar y Deco",categoria_generica
1151,10971,ropero melamina 2 puertas corredizas,"Muebles, Hogar y Deco",modelo_producto
1152,9885,etiquetadoras,Electro y Tecno,modelo_producto
1153,8794,tablet admiral one,Electro y Tecno,categoria_generica
1154,198,iluminacion,Electro y Tecno,modelo_producto
1155,3907,juguete hidrolavadora,Electro y Tecno,categoria_generica
1156,3402,juguete booster con isofix,Bebes y Niños,modelo_producto
1157,2132,la belle jean paul gaultier,Salud y Belleza,modelo_producto
1158,7325,shirasaya,Electro y Tecno,modelo_producto
1159,10653,bago memoria,Electro y Tecno,categoria_generica
1160,5611,juego llaves combinadas,"Muebles, Hogar y Deco",categoria_generica
1161,1590,freidora de aire philips,Electro y Tecno,modelo_producto
1162,6015,mythic oil,Salud y Belleza,categoria_generica
1163,2166,mini procesadora,Deporte y Fitness,categoria_generica
1164,2272,cocina electrica atma,Electro y Tecno,categoria_marca
1165,10701,logitech c920e,Electro y Tecno,categoria_generica
1166,11737,funda samsung z fold 4,Electro y Tecno,modelo_producto
1167,2841,amoladora de 7 pulgadas,Electro y Tecno,categoria_atributo
1168,1166,patapata,"Muebles, Hogar y Deco",modelo_producto
1169,8517,juguete porta bpm,Bebes y Niños,categoria_generica
1170,3450,maquinas para hacer helados,Electro y Tecno,categoria_generica
1171,12118,inflador para moto manual,Electro y Tecno,modelo_producto
1172,11059,termo matero coleman,"Muebles, Hogar y Deco",categoria_generica
1173,6521,cable usb tipo c motorola,Electro y Tecno,modelo_producto
1174,663,galaxy watch 7,Electro y Tecno,categoria_generica
1175,1342,claqueta,Electro y Tecno,modelo_producto
1176,9180,perchero rebatible,Electro y Tecno,categoria_generica
1177,8110,calefactor electrolux,Electro y Tecno,categoria_marca
1178,1744,xiaomi mi tv stick,Electro y Tecno,modelo_producto
1179,192,tensiometro digital,Salud y Belleza,categoria_generica
1180,12695,fila engage,Indumentaria y Calzado,categoria_generica
1181,8478,mesa ratona wengue,"Muebles, Hogar y Deco",categoria_generica
1182,6272,roomba robot,Electro y Tecno,categoria_generica
1183,11034,mueble lavadero con pileta,"Muebles, Hogar y Deco",modelo_producto
1184,10339,heladera con puerta de vidrio,Electro y Tecno,modelo_producto
1185,5280,velador industrial,Electro y Tecno,categoria_atributo
1186,5678,electra aire acondicionado,Electro y Tecno,categoria_generica
1187,11528,juguete persa bebe,Bebes y Niños,categoria_generica
1188,1581,razer blackshark v2 x,Electro y Tecno,modelo_producto
1189,3568,estufa star trak,Electro y Tecno,categoria_generica
1190,2305,muñeca monster high cleo,Bebes y Niños,modelo_producto
1191,1047,babyliss pro nano titanium,Salud y Belleza,modelo_producto
1192,6649,motorola moto e22,Electro y Tecno,modelo_producto
1193,4402,griferia piazza baño,"Muebles, Hogar y Deco",categoria_generica
1194,12139,nespresso pixie clips,Electro y Tecno,categoria_generica
1195,11822,pava electrica atma nordica,Electro y Tecno,modelo_producto
1196,7924,laptop dell inspiron,Electro y Tecno,categoria_marca
1197,8557,asiento para bicicleta playera,Deporte y Fitness,modelo_producto
1198,1266,juguete carpa canadiense,Deporte y Fitness,categoria_generica
1199,4675,samsung galaxy celular a3,Electro y Tecno,modelo_producto
1200,9540,plancha de ceramica,Salud y Belleza,categoria_generica
1201,4455,organizador piazza complementos c5014 pequeno,"Muebles, Hogar y Deco",modelo_producto
1202,6626,auriculares qcy h3,Electro y Tecno,categoria_generica
1203,2698,parlantes y subwoofers,Autos y Motos,categoria_generica
1204,9851,topper de niño,Deporte y Fitness,categoria_marca
1205,10519,combo gamer noga,Electro y Tecno,categoria_atributo
1206,12806,bolso termico lumilagro,"Muebles, Hogar y Deco",categoria_generica
1207,3466,auriculares tipo c samsung,Electro y Tecno,modelo_producto
1208,9147,molinillo de granos,Electro y Tecno,categoria_generica
1209,4930,vitroceramico,Electro y Tecno,modelo_producto
1210,3835,plancha inalambrica,Salud y Belleza,categoria_atributo
1211,9771,juguete emuladora,Bebes y Niños,categoria_generica
1212,4866,tcl tv,Electro y Tecno,categoria_generica
1213,11105,cocina drean cd5507ai,Electro y Tecno,modelo_producto
1214,11610,canasta termica plegable,Deporte y Fitness,categoria_atributo
1215,2379,batidora planetaria liliana,Electro y Tecno,categoria_marca
1216,5631,alacena moderna,"Muebles, Hogar y Deco",categoria_generica
1217,9159,logitech g815,Electro y Tecno,categoria_generica
1218,4137,horno a gas ariston,Electro y Tecno,modelo_producto
1219,12885,jardin manguera de riego,"Muebles, Hogar y Deco",modelo_producto
1220,13011,plancha oster 7201,Salud y Belleza,categoria_generica
1221,7109,impresora canon g2110,Electro y Tecno,categoria_generica
1222,1547,impresora hp smart tank 210,Electro y Tecno,modelo_producto
1223,6709,smart kassel,Electro y Tecno,categoria_atributo
1224,3481,samsung heladera freezer inferior,Electro y Tecno,modelo_producto
1225,4698,cafetera nespresso essenza,Electro y Tecno,categoria_generica
1226,9430,organizador bambu,"Muebles, Hogar y Deco",categoria_generica
1227,4327,zapatillas talle 46,Indumentaria y Calzado,categoria_generica
1228,10527,lenovo tb x505f,Electro y Tecno,modelo_producto
1229,10649,monitor nbx,Electro y Tecno,categoria_generica
1230,9656,muñeca de lilo y stitch,Bebes y Niños,modelo_producto
1231,10390,planchita de pelo de viaje,Salud y Belleza,modelo_producto
1232,6731,cortabarba philco,Electro y Tecno,categoria_marca
1233,4070,tinta hp gt52,Electro y Tecno,modelo_producto
1234,8476,juguete botinero orlandi,Bebes y Niños,categoria_generica
1235,7810,horno florencia 7867e,Electro y Tecno,categoria_generica
1236,575,juego bano ferrum bari inodoro,"Muebles, Hogar y Deco",modelo_producto
1237,8445,aire acondicionado split chico,Electro y Tecno,modelo_producto
1238,9811,sharpie s gel,Deporte y Fitness,categoria_generica
1239,570,juego de comedor,"Muebles, Hogar y Deco",categoria_generica
1240,3142,aspiradora robot roomba,Electro y Tecno,categoria_generica
1241,9504,biotina 10000 mcg,Salud y Belleza,categoria_generica
1242,8640,batidora de mano black and decker,Electro y Tecno,modelo_producto
1243,7952,radio portatil a pilas,Electro y Tecno,categoria_atributo
1244,12830,cocina domec cxav,Electro y Tecno,categoria_generica
1245,5794,dell latitude 7480,Electro y Tecno,modelo_producto
1246,10018,samsung the frame 75,Electro y Tecno,modelo_producto
1247,2064,garnier olia,Electro y Tecno,categoria_generica
1248,11169,swiffer mop,"Muebles, Hogar y Deco",categoria_generica
1249,4132,heladera minibar whirlpool,Electro y Tecno,categoria_marca
1250,7429,mopa gadnic,"Muebles, Hogar y Deco",categoria_marca
1251,6108,tv box android 4k,Electro y Tecno,modelo_producto
1252,6296,tcl l5,Electro y Tecno,categoria_generica
1253,12777,placard ricchezze 6 puertas,"Muebles, Hogar y Deco",modelo_producto
1254,4536,juguete escopeta nerf,Bebes y Niños,categoria_generica
1255,500,iphone 16,Electro y Tecno,modelo_producto
1256,3764,mopa electrica,"Muebles, Hogar y Deco",categoria_atributo
1257,12136,anafe domec vitrocerámico,Electro y Tecno,categoria_generica
1258,5654,termómetro basal,Salud y Belleza,categoria_generica
1259,9417,alacena 120,"Muebles, Hogar y Deco",categoria_generica
1260,7183,sony shake x3d,Electro y Tecno,modelo_producto
1261,5295,secarropas inverter,Electro y Tecno,categoria_atributo
1262,2569,electro estimulador muscular,Electro y Tecno,categoria_generica
1263,2003,iphone 13 starlight,Electro y Tecno,modelo_producto
1264,10600,sony oled,Electro y Tecno,categoria_marca
1265,9551,auto audi a bateria para niños,Bebes y Niños,modelo_producto
1266,8395,protector solar anessa perfect uv,Salud y Belleza,modelo_producto
1267,10682,huion inspiroy,Electro y Tecno,categoria_generica
1268,1054,celular samsung a04,Electro y Tecno,modelo_producto
1269,12638,mochila everlast mujer boca de pez,Indumentaria y Calzado,modelo_producto
1270,12829,1.5 qt,"Muebles, Hogar y Deco",categoria_generica
1271,414,respaldo cama 2 plazas,"Muebles, Hogar y Deco",modelo_producto
1272,2105,luncheras termicas,Indumentaria y Calzado,categoria_generica
1273,3509,cafetera saeco lirika,Electro y Tecno,categoria_generica
1274,2750,lavarropas drean next 6.06,Electro y Tecno,modelo_producto
1275,8538,bolsas de dormir y aislantes,Deporte y Fitness,categoria_generica
1276,9923,notebook dell inspiron 15 3000,Electro y Tecno,modelo_producto
1277,10257,fila calzini mujer,Electro y Tecno,categoria_generica
1278,2315,robot juguete,Bebes y Niños,categoria_generica
1279,577,eros versace,Salud y Belleza,categoria_generica
1280,7893,soporte para notebook regulable,Electro y Tecno,modelo_producto
1281,2721,aire inverter 3000,Electro y Tecno,categoria_atributo
1282,9115,d mannose,Electro y Tecno,categoria_generica
1283,3767,flexible monocomando,"Muebles, Hogar y Deco",categoria_generica
1284,11629,bolsa de dormir escape,Deporte y Fitness,modelo_producto
1285,1025,reloj gadnic,Electro y Tecno,categoria_marca
1286,8734,huawei mediapad t3 7,Electro y Tecno,modelo_producto
1287,4870,raclette grill,Electro y Tecno,categoria_generica
1288,139,redmi 15c,Electro y Tecno,modelo_producto
1289,2456,sommier de 2 plazas,"Muebles, Hogar y Deco",modelo_producto
1290,12514,panter parlante,Electro y Tecno,categoria_generica
1291,3920,cinta caminadora plegable,Deporte y Fitness,categoria_atributo
1292,11820,campana llanos 90 cm,Electro y Tecno,modelo_producto
1293,11074,sommier resortes pocket,"Muebles, Hogar y Deco",categoria_generica
1294,12072,intel nuc i7,Electro y Tecno,categoria_generica
1295,12296,plafon ventilador de techo,Electro y Tecno,modelo_producto
1296,8353,perfume feraud paris,Salud y Belleza,categoria_generica
1297,12916,pixelage juego,Bebes y Niños,categoria_generica
1298,9913,horno electrico yelmo 17 litros,Electro y Tecno,categoria_atributo
1299,1126,sony wh-1000xm5,Electro y Tecno,modelo_producto
1300,940,poco f5 pro,Electro y Tecno,categoria_generica
1301,799,samsung lavarropas inverter,Electro y Tecno,categoria_marca
1302,8508,juguete jabon para niños,Bebes y Niños,modelo_producto
1303,8332,secador de pelo remington silk,Salud y Belleza,modelo_producto
1304,4762,jbl quantum 610,Electro y Tecno,modelo_producto
1305,5618,organizador de melamina,"Muebles, Hogar y Deco",categoria_generica
1306,9170,huawei 9,Electro y Tecno,categoria_generica
1307,9309,mate con tapa antivuelco,"Muebles, Hogar y Deco",modelo_producto
1308,3369,neumaticos,Autos y Motos,categoria_generica
1309,7497,cubiertas 205 60 r15 pirelli,Autos y Motos,modelo_producto
1310,10861,burako profesional,Bebes y Niños,categoria_atributo
1311,5247,heladera con freezer vertical,Electro y Tecno,modelo_producto
1312,808,poco c75,Electro y Tecno,categoria_generica
1313,7633,mini balanza,Deporte y Fitness,categoria_generica
1314,1051,samsung s23 plus,Electro y Tecno,modelo_producto
1315,8780,parrilla george foreman,Electro y Tecno,categoria_generica
1316,5037,cajones de verdura,"Muebles, Hogar y Deco",categoria_generica
1317,7767,samsung galaxy funda s8,Electro y Tecno,modelo_producto
1318,4954,zapatilla multinorma,Indumentaria y Calzado,categoria_generica
1319,1699,gentleman society,Salud y Belleza,categoria_generica
1320,2435,minipimer atma,Electro y Tecno,categoria_marca
1321,8,lavarropas,Electro y Tecno,categoria_generica
1322,2095,disco rigido interno 1tb western,Electro y Tecno,categoria_atributo
1323,2818,motorola razr 40,Electro y Tecno,modelo_producto
1324,7532,control xbox series,Bebes y Niños,categoria_generica
1325,5087,alfombra,"Muebles, Hogar y Deco",modelo_producto
1326,10301,ducha cuadrada 30x30,Electro y Tecno,categoria_generica
1327,9956,funda para lavarropas carga frontal impermeable,Electro y Tecno,modelo_producto
1328,2109,cama sommier 2 plazas,"Muebles, Hogar y Deco",categoria_generica
1329,10255,bomba de agua para estanque,Electro y Tecno,modelo_producto
1330,6666,cava wine collection,Electro y Tecno,categoria_generica
1331,4921,46147.0,Electro y Tecno,modelo_producto
1332,1815,lavavajillas ariston,Electro y Tecno,categoria_generica
1333,10801,moulinex uno,Electro y Tecno,categoria_marca
1334,4009,aire acondicionado portatil midea,Electro y Tecno,modelo_producto
1335,8895,planchita gama attiva,Salud y Belleza,categoria_generica
1336,9390,destornilladores total,"Muebles, Hogar y Deco",categoria_generica
1337,340,tv stick,Electro y Tecno,categoria_generica
1338,7463,led smart tv serie dorada,Electro y Tecno,categoria_atributo
1339,2516,iphone 15 pro max natural,Electro y Tecno,modelo_producto
1340,9286,sommier bicama 1 plaza,"Muebles, Hogar y Deco",modelo_producto
1341,9647,juguete tolva para pintar,Bebes y Niños,modelo_producto
1342,10052,secador de pelo philips drycare,Salud y Belleza,modelo_producto
1343,10492,auriculares noga aris,Electro y Tecno,categoria_generica
1344,3884,juguete monopatin globber,Bebes y Niños,categoria_generica
1345,12165,lg s4-w12ja3aa,Electro y Tecno,modelo_producto
1346,5965,cocina palace,Electro y Tecno,categoria_generica
1347,12611,beosound,Electro y Tecno,modelo_producto
1348,9762,juguete iglu playa,Deporte y Fitness,categoria_generica
1349,1659,mopas y lampazos,"Muebles, Hogar y Deco",categoria_generica
1350,10252,sony shake x1d,Electro y Tecno,modelo_producto
1351,3063,camaras deportivas y de accion,Electro y Tecno,categoria_generica
1352,9045,freezer peabody,Electro y Tecno,categoria_marca
1353,45,iphone 15 pro,Electro y Tecno,modelo_producto
1354,8369,fine smooth,Salud y Belleza,categoria_generica
1355,6746,keychron v1,Electro y Tecno,categoria_generica
1356,1544,horno electrico black and decker,Electro y Tecno,categoria_atributo
1357,2665,set de cuchillos de cocina,"Muebles, Hogar y Deco",modelo_producto
1358,7163,calentador de manos usb,Electro y Tecno,modelo_producto
1359,8285,perchero movil,"Muebles, Hogar y Deco",categoria_generica
1360,12274,tapa camara notebook,Electro y Tecno,categoria_generica
1361,12686,talle 14 pantalon,Indumentaria y Calzado,categoria_generica
1362,1755,celular motorola edge 50,Electro y Tecno,modelo_producto
1363,7591,juguete triciclo,Bebes y Niños,categoria_generica
1364,10499,freezer frare f90,Electro y Tecno,categoria_generica
1365,322,juguete mesa de pool,Deporte y Fitness,modelo_producto
1366,8922,aceitera y vinagrera de vidrio,Electro y Tecno,modelo_producto
1367,512,motorola moto c,Electro y Tecno,categoria_marca
1368,7115,nespresso lattissima touch,Electro y Tecno,categoria_generica
1369,11587,bicicleta gts rodado 16,Deporte y Fitness,categoria_atributo
1370,6775,ducha peirano,"Muebles, Hogar y Deco",categoria_generica
1371,4731,picadora de carne gadnic,Electro y Tecno,modelo_producto
1372,10872,camara unicornio,Electro y Tecno,categoria_generica
1373,10458,aspiradora liliana la150,Electro y Tecno,modelo_producto
1374,9533,plancha horizontal,Salud y Belleza,categoria_generica
1375,10956,catres,"Muebles, Hogar y Deco",modelo_producto
1376,7268,vitroconvector electrico,Electro y Tecno,categoria_atributo
1377,2303,dron dji mini 4 pro,Bebes y Niños,modelo_producto
1378,1038,menacor,Salud y Belleza,modelo_producto
